minute,hour,people,t_out,pm25_out,co2_ctrl,temp_ctrl,rh,pm25_ctrl,fan,valve,mode,co2_base,temp_base,pm25_base
80,1.3333333333333333,29.0,7.873750474393785,10.298923722290269,1126.479745318011,14.5569070052885,54.279784139870316,7.232499232389505,100,100,auto,1396.5205208403804,20.601981161375356,6.802426082260166
81,1.35,29.0,8.15356654406241,10.709670750750282,1130.2517195557746,14.486445206755818,54.37898629847161,7.226760632314226,100,100,auto,1406.1379182361786,20.606411710214758,6.788821230095646
82,1.3666666666666667,29.0,8.246449574570963,12.463399612370333,1133.9664156662238,14.419005287560397,54.477196435486896,7.222462473696715,100,100,auto,1415.7072286449977,20.611151842740004,6.775243587635455
83,1.3833333333333333,29.0,8.480756104351308,12.967752279290908,1137.6247034283294,14.357147677671028,54.574424471132026,7.218583865421336,100,100,auto,1425.2286925017727,20.61669545765564,6.7616931004601835
84,1.4,29.0,8.149944718325118,14.265253045228194,1141.2274394133067,14.29031442292313,54.67068022642071,7.215770237208828,100,100,auto,1434.7025490392639,20.621061830067983,6.748169714259263
85,1.4166666666666667,29.0,8.450996123557886,10.459508790044495,1144.7754671851787,14.230287034384872,54.7659734241565,7.209861259452224,100,100,auto,1444.1290362940676,20.626466600095196,6.734673374830745
86,1.4333333333333333,29.0,8.692463985119534,11.657045590557495,1148.2696174982927,14.175837307973463,54.86031368991493,7.204939870377478,100,100,auto,1453.5083911125973,20.63269759094278,6.721204028081083
87,1.45,29.0,7.937164125269067,10.696512949236944,1151.7107084918373,14.108421854093432,54.95371055301578,7.19924566785462,100,100,auto,1462.8408491570344,20.636263223812918,6.707761620024921
88,1.4666666666666666,29.0,8.28408365648974,13.471659530450921,1155.0995458814057,14.048671597437766,55.04617344748562,7.195824084284464,100,100,auto,1472.1266449112493,20.641030595327287,6.694346096784871
89,1.4833333333333334,29.0,8.729764290528841,15.19110847294725,1158.436923147651,13.99827181225995,55.137711713010766,7.1938103763531105,100,100,auto,1481.3660116866931,20.647341163260492,6.680957404591301
90,1.5,29.0,8.869382736556977,13.618301812479235,1161.7236217220754,13.951387364359446,55.22833459588066,7.190519149669831,100,100,auto,1490.5591816282597,20.65411830876703,6.667595489782118
91,1.5166666666666666,29.0,8.14420769439326,14.026914089526965,1164.9604111699996,13.891954540465072,55.31805124992185,7.187567448776773,100,100,auto,1499.7063857201183,20.65833362161672,6.654260298802554
92,1.5333333333333334,29.0,8.720484878711003,10.742996567214334,1168.1480493707516,13.84428235172262,55.40687073742263,7.181945866637689,100,100,auto,1508.8078537915178,20.664551151016546,6.640951778204949
93,1.55,29.0,8.218342258207356,13.509140134544996,1171.2872826951216,13.788202459992588,55.494802030048405,7.178589422421451,100,100,auto,1517.8638145225602,20.668989419891712,6.6276698746485385
94,1.5666666666666667,29.0,8.787319490215884,13.147591166420995,1174.3788461801216,13.74368612505172,55.58185400974792,7.174945095638136,100,100,auto,1526.8744954499475,20.675403575137846,6.614414534899241
95,1.5833333333333333,29.0,8.918616556699737,14.706331589845973,1177.4234637010902,13.70242233803721,55.66803546965044,7.172578142297845,100,100,auto,1535.8401229726978,20.68225482057331,6.601185705829443
96,1.6,29.0,9.192669977063346,12.268086825480708,1180.4218481411847,13.666991919359193,55.75335511495393,7.168229204908085,100,100,auto,1544.7609223578343,20.690041273621024,6.5879833344177845
97,1.6166666666666667,29.0,8.352320623154052,12.270388663616574,1183.3747015583,13.616670500379398,55.8378215638044,7.16389084096492,100,100,auto,1553.637117746045,20.694859251344386,6.574807367748949
98,1.6333333333333333,29.0,8.551962830485277,13.001690884936174,1186.2827153494518,13.570973408486356,55.921443348166356,7.160157029633679,100,100,auto,1562.4689321573148,20.70035911387138,6.561657753013452
99,1.65,29.0,8.427933100732654,12.77265967805586,1189.1465704126638,13.523827162792912,56.004228914684695,7.15624406790468,100,100,auto,1571.2565874965283,20.705405622825392,6.548534437507425
100,1.6666666666666667,4.0,9.18469363647498,10.22067067548788,1179.4669373063973,13.443553192556031,55.89418662553785,7.150259533652601,100,100,auto,1567.5003045590456,20.665083130873164,6.53543736863241
101,1.6833333333333333,5.0,8.734625234545675,13.783160905795937,1170.4342912213742,13.356438025332839,55.78524475928247,7.147189738286315,100,100,auto,1564.2628030362505,20.623326528236017,6.522366493895145
102,1.7,3.0,8.371480423218852,11.414208898769715,1160.5388075398644,13.264216309693731,55.677392311689644,7.142195825319851,100,100,auto,1560.0414890210693,20.580445066868457,6.509321760907355
103,1.7166666666666666,3.0,8.671348006779914,13.769886649070832,1150.7935886105554,13.179248246089827,55.57061838857275,7.139131341309194,100,100,auto,1555.8412815759639,20.538763227158146,6.49630311738554
104,1.7333333333333334,4.0,9.187054344738918,11.174761816739808,1141.6963526353582,13.105392658914836,55.46491220468702,7.133958440106882,100,100,auto,1552.1620751680841,20.499032246069678,6.483310511150768
105,1.75,3.0,8.74621872531652,15.537197039643022,1132.2372598731176,13.024747941143266,55.360263082640145,7.132350461555267,100,100,auto,1548.0012647922438,20.457897398747043,6.470343890128467
106,1.7666666666666666,5.0,8.255760949635054,12.89796294776394,1123.9218051861556,12.936521681800365,55.256660451813744,7.128595211922927,100,100,auto,1544.8612584682826,20.415189921175152,6.4574032023482095
107,1.7833333333333334,4.0,8.965460945709825,12.148502091959607,1115.2326222185138,12.863057058182688,55.154093847295606,7.124236800981418,100,100,auto,1541.2369521759413,20.375115869761025,6.444488395943513
108,1.8,2.0,9.07085563730104,14.250632088388668,1105.6753861033437,12.79290133189638,55.05255290882265,7.121599953525549,100,100,auto,1536.6307674150617,20.335550958947415,6.431599419151627
109,1.8166666666666667,2.0,9.105255454705206,12.985621848638365,1096.263278388441,12.724679883168342,54.952027379734425,7.117937630680351,100,100,auto,1532.0476135779863,20.29624492468257,6.418736220313323
110,1.8333333333333333,29.0,9.096843834926398,11.475400084838935,1100.494095272172,12.705564916275867,55.04450710593708,7.113052081414044,100,100,auto,1540.9873755100964,20.30504702086842,6.405898747872697
111,1.85,29.0,9.117318871231856,14.65668689984578,1104.660666418039,12.687182364442553,55.13606203487771,7.110768462873312,100,100,auto,1549.882438632546,20.313889972344693,6.393086950376952
112,1.8666666666666667,29.0,9.317988595867398,11.137985062150443,1108.7639674094687,12.672852279723912,55.22670141452893,7.105622321183392,100,100,auto,1558.7330264393831,20.32340431752702,6.380300776476198
113,1.8833333333333333,29.0,9.348855946568909,14.207213885446583,1112.804959015473,12.659358347560545,55.31643440038364,7.10298732489213,100,100,auto,1567.5393613071863,20.332993398228666,6.367540174923246
114,1.9,29.0,8.82208828260984,14.7733609804648,1116.7845874156085,12.636368851358958,55.405270056379806,7.100818903633836,100,100,auto,1576.3016645006503,20.340705230323998,6.3548050945734
115,1.9166666666666667,29.0,8.931633882874845,15.664341950653776,1120.7037844215197,12.615831254442,55.49321735581601,7.099380803712286,100,100,auto,1585.020156178147,20.348773480607925,6.342095484384253
116,1.9333333333333333,29.0,9.887472693650881,11.553735164090376,1124.5634676951188,12.613356621067364,55.580285182257846,7.09459619668301,100,100,auto,1593.6950553972563,20.360158927853572,6.329411293415484
117,1.95,29.0,8.44554508306929,13.791443152984316,1128.364540963452,12.5842521076144,55.666482330435265,7.091644476488371,100,100,auto,1602.32658012027,20.366457779396825,6.3167524708286535
118,1.9666666666666666,29.0,10.034476041505762,13.760722687791704,1132.1078942303034,12.58508125039139,55.751817507130916,7.088673628243965,100,100,auto,1610.9149472196686,20.378295843314206,6.304118965886996
119,1.9833333333333334,29.0,9.539323322099355,16.032581755028925,1135.794403984584,12.576734728717987,55.83629933205961,7.087559866121205,100,100,auto,1619.4603724835704,20.388359439489953,6.291510727955222
120,2.0,29.0,9.193014033337684,11.749962831929965,1139.424933405559,12.562135895853451,55.919936338739014,7.082958790177942,100,100,auto,1627.9630706211526,20.397175730568417,6.278927706499312
121,2.0166666666666666,29.0,10.029015706130718,13.773935125550715,1143.000332564956,12.563273172343582,56.002736975351624,7.0800160789961835,100,100,auto,1636.423255268047,20.408887170482885,6.2663698510863135
122,2.033333333333333,29.0,9.619192597232797,13.588775070031193,1146.5214386260066,12.556807681704033,56.08470960559811,7.076928382080439,100,100,auto,1644.8411389917067,20.41912323947651,6.253837111384141
123,2.05,29.0,9.71093193140039,14.654135526280413,1149.9890760394635,12.552158980323416,56.16586250954212,7.074714932041395,100,100,auto,1653.216933296748,20.42964456989824,6.241329437161372
124,2.066666666666667,29.0,9.718921440912052,14.707316787303824,1153.404056736642,12.547744085844306,56.2462038844467,7.072549241781783,100,100,auto,1661.5508486302642,20.440157038946786,6.22884677828705
125,2.0833333333333335,29.0,8.91998932648614,11.398073679714443,1156.7671803195299,12.52863062279618,56.32574184560223,7.067691462592801,100,100,auto,1669.8430943871128,20.447836451953172,6.2163890847304755
126,2.1,29.0,10.247569505008116,16.647922601912292,1160.079234248011,12.534430992117102,56.40448442714621,7.067121053639545,100,100,auto,1678.0938789151774,20.460135517638864,6.203956306561015
127,2.1166666666666667,29.0,9.773338360097574,15.020100666631937,1163.340994024245,12.53135077842474,56.48243958287475,7.0652254120754465,100,100,auto,1686.3034095206015,20.470731727587467,6.191548393947892
128,2.1333333333333333,29.0,9.792371904992999,16.322322050626,1166.5532233742472,12.528679669266253,56.559615187046,7.064394631070324,100,100,auto,1694.4718924729984,20.481357468208383,6.179165297159996
129,2.15,29.0,9.528802174416004,13.83152263116562,1169.7166744267124,12.521181935611523,56.636019035175536,7.061535971359504,100,100,auto,1702.5995330106334,20.49102352468011,6.166806966565677
130,2.1666666666666665,29.0,9.590301990721976,15.127454783363566,1172.8320878891216,12.514960656631066,56.71165884482378,7.059738973684711,100,100,auto,1710.6865353455803,20.500870999311253,6.154473352632546
131,2.183333333333333,29.0,9.889280197538987,14.433575023207823,1175.9001932211756,12.514385568137863,56.78654225637554,7.057380186496992,100,100,auto,1718.7331026688523,20.511730431505047,6.14216440592728
132,2.2,29.0,9.99567627805381,15.721984855729096,1178.9217088055948,12.515789446271308,56.86067683381179,7.056075932302741,100,100,auto,1726.739437155508,20.522924241967967,6.129880077115426
133,2.216666666666667,29.0,9.685733833699231,16.117202748781146,1181.8973421163246,12.511433417438724,56.93407006547367,7.055096316011216,100,100,auto,1734.7057399697305,20.532994075539026,6.117620316961196
134,2.2333333333333334,29.0,10.006360549933836,12.315282550285806,1184.8277898841877,12.513089569389884,57.00672936481893,7.051020798049796,100,100,auto,1742.632211269882,20.544150858199405,6.1053850763272735
135,2.25,29.0,8.938864227535078,14.602626756765085,1187.7137382600204,12.494966400565568,57.07866207117074,7.04881719307032,100,100,auto,1750.5190502135326,20.551532354992077,6.093174306174619
136,2.2666666666666666,29.0,10.856060126091124,14.183021197635442,1190.5558629753311,12.512646634487792,57.149875450459035,7.0462760944748455,100,100,auto,1758.366454962465,20.565598202190923,6.08098795756227
137,2.283333333333333,29.0,10.671524988028699,15.91277073447425,1193.3548295005205,12.526585884028298,57.22037669595444,7.0451495036250975,100,100,auto,1766.1746226876528,20.578968945941355,6.068825981647145
138,2.3,29.0,10.769043879463725,15.83545305570112,1196.111293200698,12.542071356943854,57.2901729289949,7.043962166366937,100,100,auto,1773.9437495742145,20.592634208208683,6.056688329683851
139,2.316666666666667,29.0,9.648154601268843,16.21229443011958,1198.8258994891316,12.536533896963867,57.35927119970495,7.043084259718004,100,100,auto,1781.6740308263434,20.60232852958439,6.044574953024483
140,2.3333333333333335,29.0,10.094310955706362,14.475277597308887,1201.4992839783708,12.539352772550602,57.4276784877079,7.040792761833412,100,100,auto,1789.3656606722116,20.613550468075815,6.032485803118434
141,2.35,29.0,10.032339979789624,14.06356260691373,1204.1320726290696,12.540973035884525,57.49540170283082,7.038170375470934,100,100,auto,1797.0188323688506,20.624516231366812,6.020420831512197
142,2.3666666666666667,29.0,10.192141766391366,16.01315628346484,1206.724881896554,12.545519657398902,57.56244768580251,7.037141791691705,100,100,auto,1804.6337382070062,20.636002920739397,6.008379989849173
143,2.3833333333333333,29.0,10.568486364076886,13.695757663643986,1209.2783188751619,12.556944541472445,57.62882320894449,7.034227014352773,100,100,auto,1812.2105695159712,20.648766612791075,5.996363229869474
144,2.4,29.0,10.16645599622262,13.890122066841682,1211.7929814403908,12.560720503385323,57.694534976855046,7.031476437563716,100,100,auto,1819.7495166683914,20.660078525633082,5.984370503409735
145,2.4166666666666665,29.0,10.185952668680946,13.216508481053488,1214.2694583888886,12.564787298443292,57.7595896270865,7.028182491599077,100,100,auto,1827.2507690850493,20.67141908513375,5.9724017624029155
146,2.433333333333333,29.0,10.517755438547619,16.47096101268832,1216.7083295763166,12.574917209035222,57.82399373081564,7.027546909663254,100,100,auto,1834.714515239624,20.683881262370697,5.96045695887811
147,2.45,29.0,10.57908649908982,13.171882277092934,1219.1101660531208,12.585994340901232,57.88775379350748,7.0242244606623,100,100,auto,1842.140942663426,20.69651448069921,5.9485360449603535
148,2.466666666666667,29.0,10.605931378274018,12.269065372584883,1221.47553019824,12.597363176092628,57.9508762555724,7.020173027970489,100,100,auto,1849.5302379501088,20.70919743984072,5.9366389728704325
149,2.4833333333333334,29.0,10.469811695974753,13.867725988669381,1223.8049758507852,12.606003473710448,58.01336749301668,7.017432310497909,100,100,auto,1856.8825867603582,20.72135958973719,5.924765694924692
150,2.5,29.0,10.900583426054066,15.122668102427012,1226.0990484397178,12.622453202828805,58.07523381808652,7.015719619886298,100,100,auto,1864.1981738265565,20.7349868731643,5.912916163534843
151,2.5166666666666666,29.0,10.382086844367828,15.354474001953749,1228.358285111559,12.629006425197277,58.136481479905655,7.014199233537006,100,100,auto,1871.4771829574238,20.74675172306351,5.901090331207773
152,2.533333333333333,29.0,10.934173184675855,15.166268574685926,1230.5832148561612,12.645652010247632,58.1971166651066,7.012528535390047,100,100,auto,1878.7197970426366,20.76040769817915,5.889288150545358
153,2.55,29.0,11.375806416028658,15.329083922201498,1232.7743586305676,12.670159866754583,58.257145498455536,7.010993842996616,100,100,auto,1885.9261980574233,20.775561593691624,5.877509574244267
154,2.566666666666667,29.0,10.524278793188484,12.353733567421077,1234.9322294809922,12.67846106689361,58.31657404347098,7.007037860439632,100,100,auto,1893.0965670671362,20.78768210388986,5.865754555095778
155,2.5833333333333335,2.0,11.544678566834902,16.90146554146137,1223.5573326629476,12.657486090642523,58.183408303036266,7.006795349234018,100,100,auto,1886.7310842318007,20.755331591510167,5.854023045985587
156,2.6,3.0,10.928975029623937,14.782787338677517,1212.8551657595474,12.625508636013679,58.051574220005904,7.004826992663361,100,100,auto,1880.8974288106417,20.720939343543566,5.842314999893616
